EMPLOYER_NAME,target,value,source,pay
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,80419
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,106082
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,109965
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86890
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,138836
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,91239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64179
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,114732
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,91239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88234
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,104902
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,95000
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,107880
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,98176
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,102810
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,107880
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,98696
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,105353
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,94994
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,125157
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,129706
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,103958
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,65994
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,104042
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88234
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64905
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,95801
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,106689
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,87739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,109667
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,102810
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,105894
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,150461
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86986
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92644
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,74705
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,117203
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,79971
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,74705
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,74705
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,101088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,115000
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,91239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86890
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86240
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,80643
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88442
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,107880
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,129356
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89989
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92643
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,106082
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,104042
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,106828
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,74630
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,104121
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72549
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,103958
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,91239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90989
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92643
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72280
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64668
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,91239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,103958
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,70167
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,96738
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,103958
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64799
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64799
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73381
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,103958
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89489
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,101088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75109
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86890
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86890
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,101088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,102810
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,99652
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64799
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,102523
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86890
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88489
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,121889
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,112430
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,107880
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72078
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,115000
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89989
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,125307
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,107880
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,124807
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86112
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75109
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88489
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,123407
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,115000
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,160000
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,93988
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,74214
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,109667
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,93739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,98000
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,107880
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,106689
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,74098
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,65994
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75109
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86240
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,81763
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,99986
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,80419
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,69855
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,60821
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,120000
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73694
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,120000
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86890
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64799
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,124609
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,93739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86890
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,130000
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72280
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72280
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72280
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64668
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,67083
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75109
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,127783
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86890
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,124807
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72280
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,74630
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64799
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64179
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,65994
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,61010
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,79075
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,67445
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92389
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64668
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,82659
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,67083
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,74214
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,143020
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89989
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71300
